### Query	Predictor	RCSB Code	Chain	RMSD	nAlign	GDT

### ECU01_0010
ECU07_0550-m1	RAPTORX	3PGE	B	2.80	115	0.442
ECU07_0550-m1	RAPTORX	3IFV	A	2.73	104	0.432
ECU07_0550-m1	RAPTORX	3IFV	A			
ECU07_0550-m1	ALPHAFOLD	3Q87	B	3.81	83	0.245
ECU07_0550-m1	ALPHAFOLD	3CC8	A	4.10	52	0.152

### ECU07_0560
ECU07_0560-m1	RAPTORX	5DO7	A	1.59	556	0.799
ECU07_0560-m1	RAPTORX	5DO7	C	1.69	554	0.788
ECU07_0560-m1	RAPTORX	5DO7	D	2.32	528	0.625
ECU07_0560-m1	ALPHAFOLD	7OJ8	A	2.33	532	0.583
ECU07_0560-m1	ALPHAFOLD	7OJ8	B	2.33	532	0.583
ECU07_0560-m1	ALPHAFOLD	7OJI	A	2.41	533	0.585
ECU07_0560-m1	ALPHAFOLD	7OJI	B	2.41	533	0.585
ECU07_0560-m1	RAPTORX	6HIJ	A	2.50	528	0.604
ECU07_0560-m1	RAPTORX	6HIJ	B	2.50	528	0.604
ECU07_0560-m1	ALPHAFOLD	6HZM	B	2.55	533	0.551

### ECU07_0570
ECU07_0570-m1	RAPTORX	6V1V	D	1.77	361	0.560
ECU07_0570-m1	ALPHAFOLD	5VHV	B	3.51	221	0.319
ECU07_0570-m1	ALPHAFOLD	5VHV	A	3.55	222	0.320

### ECU07_0580
ECU07_0580-m1	RAPTORX	2ODU	A	2.38	140	0.457
ECU07_0580-m1	RAPTORX	3KBT	B	2.46	161	0.377
ECU07_0580-m1	RAPTORX	2ODV	A	2.44	141	0.463
ECU07_0580-m1	RAPTORX	3KBU	B	2.52	162	0.372
ECU07_0580-m1	RAPTORX	5J1I	A	3.15	189	0.372

### ECU07_0590
ECU07_0590-m1	RAPTORX	3JCK	C	1.10	362	0.877
ECU07_0590-m1	RAPTORX	3JCK	C			
ECU07_0590-m1	ALPHAFOLD	3TXN	A	2.05	338	0.682
ECU07_0590-m1	ALPHAFOLD	3TXN	A			
ECU07_0590-m1	ALPHAFOLD	3TXM	A	2.09	339	0.683
ECU07_0590-m1	ALPHAFOLD	3TXM	A			
ECU07_0590-m1	RAPTORX	5VGZ	X	2.04	340	0.631
ECU07_0590-m1	RAPTORX	5VGZ	X			
ECU07_0590-m1	RAPTORX	5VHF	X	2.08	340	0.621
ECU07_0590-m1	RAPTORX	5VHF	X			
ECU07_0590-m1	RAPTORX	5VHH	X	2.09	340	0.619
ECU07_0590-m1	RAPTORX	5VHH	X			
ECU07_0590-m1	RAPTORX	5VHI	X	2.08	338	0.613
ECU07_0590-m1	RAPTORX	5VHI	X			
ECU07_0590-m1	ALPHAFOLD	3JCK	C	2.12	333	0.627
ECU07_0590-m1	ALPHAFOLD	3JCK	C			
ECU07_0590-m1	ALPHAFOLD	5VGZ	X	2.36	333	0.594
ECU07_0590-m1	ALPHAFOLD	5VGZ	X			
ECU07_0590-m1	ALPHAFOLD	5VHF	X	2.37	332	0.595
ECU07_0590-m1	ALPHAFOLD	5VHF	X			

### ECU07_0600
ECU07_0600-m1	RAPTORX	5UJ5	A	1.13	127	0.951
ECU07_0600-m1	ALPHAFOLD	2WLB	A	1.31	101	0.830
ECU07_0600-m1	ALPHAFOLD	3LXF	D	1.41	102	0.832
ECU07_0600-m1	ALPHAFOLD	2Y5C	A	1.48	104	0.827
ECU07_0600-m1	ALPHAFOLD	2Y5C	B	1.47	104	0.832
ECU07_0600-m1	ALPHAFOLD	3LXF	A	1.43	102	0.846
ECU07_0600-m1	RAPTORX	1B9R	A	3.08	103	0.510
ECU07_0600-m1	RAPTORX	6NBL	D	2.47	85	0.558
ECU07_0600-m1	RAPTORX	4JWS	C	2.53	85	0.592
ECU07_0600-m1	RAPTORX	2Y5C	B	2.77	88	0.593

### ECU07_0620
ECU07_0620-m1	RAPTORX	6R2G	A	1.79	122	0.630
ECU07_0620-m1	RAPTORX	1QUU	A	2.69	170	0.532
ECU07_0620-m1	RAPTORX	3PDY	A	2.50	156	0.510
ECU07_0620-m1	RAPTORX	1U5P	A	2.47	150	0.495
ECU07_0620-m1	RAPTORX	3LBX	B	2.15	133	0.525
ECU07_0620-m1	ALPHAFOLD	2EFS	A	2.24	115	0.532
ECU07_0620-m1	ALPHAFOLD	2EFS	C	2.23	115	0.531
ECU07_0620-m1	ALPHAFOLD	6PF2	A	2.36	120	0.524
ECU07_0620-m1	ALPHAFOLD	4GKW	A	2.45	110	0.514
ECU07_0620-m1	ALPHAFOLD	6SNZ	A	2.26	110	0.492

### ECU07_0630
ECU07_0630-m1	RAPTORX	4B1U	B	2.25	277	0.577
ECU07_0630-m1	RAPTORX	2Q0U	A	2.15	270	0.583
ECU07_0630-m1	RAPTORX	1QZ5	A	2.25	276	0.575
ECU07_0630-m1	RAPTORX	3FFK	E	2.13	272	0.574
ECU07_0630-m1	RAPTORX	1QZ6	A	2.13	273	0.575
ECU07_0630-m1	ALPHAFOLD	4B1Z	A	2.52	227	0.443
ECU07_0630-m1	ALPHAFOLD	2A5X	A	2.47	227	0.444
ECU07_0630-m1	ALPHAFOLD	2YJF	B	2.52	226	0.444
ECU07_0630-m1	ALPHAFOLD	2VYP	B	2.49	224	0.448
ECU07_0630-m1	ALPHAFOLD	3U4L	A	2.38	227	0.429

### ECU07_0640
ECU07_0640-m1	RAPTORX	4TQL	B	2.59	152	0.483
ECU07_0640-m1	RAPTORX	4TQL	A	2.78	154	0.480
ECU07_0640-m1	RAPTORX	4KE2	C	2.64	129	0.394
ECU07_0640-m1	RAPTORX	4KE2	B	2.66	120	0.367
ECU07_0640-m1	RAPTORX	4KE2	A	2.59	122	0.384
ECU07_0640-m1	ALPHAFOLD	2NP3	A	3.45	88	0.353
ECU07_0640-m1	ALPHAFOLD	6AYI	D	3.09	82	0.323
ECU07_0640-m1	ALPHAFOLD	6AYI	B	3.24	81	0.317
ECU07_0640-m1	ALPHAFOLD	1Q5Z	A	3.27	62	0.264
ECU07_0640-m1	ALPHAFOLD	7LJ0	B	3.30	83	0.347

### ECU07_0650
ECU07_0650-m1	ALPHAFOLD	5J0L	F	2.39	87	0.528
ECU07_0650-m1	ALPHAFOLD	5J0L	D	2.36	91	0.511
ECU07_0650-m1	ALPHAFOLD	6AKI	B	2.93	111	0.451
ECU07_0650-m1	ALPHAFOLD	6YEL	A	2.55	105	0.479
ECU07_0650-m1	ALPHAFOLD	5J0L	C	2.41	90	0.498
ECU07_0650-m1	RAPTORX	1OED	B	3.13	95	0.425
ECU07_0650-m1	RAPTORX	1OED	E	3.27	97	0.412
ECU07_0650-m1	RAPTORX	1OED	D	3.38	93	0.404
ECU07_0650-m1	RAPTORX	1OED	A	3.17	92	0.407
ECU07_0650-m1	RAPTORX	6BS9	C	2.85	86	0.447

### ECU07_0660
ECU07_0660-m1	RAPTORX	3V60	A	1.29	79	0.940
ECU07_0660-m1	RAPTORX	5D6J	B	0.82	74	0.966
ECU07_0660-m1	RAPTORX	5JNE	G	0.87	75	0.938
ECU07_0660-m1	RAPTORX	3QHT	B	0.91	73	0.955
ECU07_0660-m1	ALPHAFOLD	3PHX	B	1.20	77	0.877
ECU07_0660-m1	ALPHAFOLD	5YT6	A	1.15	75	0.883
ECU07_0660-m1	RAPTORX	5JNE	C	1.20	77	0.908
ECU07_0660-m1	ALPHAFOLD	2WDT	D	1.21	75	0.860
ECU07_0660-m1	ALPHAFOLD	4NQK	H	1.18	75	0.873
ECU07_0660-m1	ALPHAFOLD	2LVQ	A	2.11	83	0.680

### ECU07_0670
ECU07_0670-m1	RAPTORX	3P01	A	2.82	115	0.370
ECU07_0670-m1	RAPTORX	3E98	B	2.75	111	0.394
ECU07_0670-m1	RAPTORX	3P01	B	3.02	110	0.369
ECU07_0670-m1	RAPTORX	3E98	A	3.36	110	0.317
ECU07_0670-m1	RAPTORX	6OEI	A	3.45	126	0.283
ECU07_0670-m1	ALPHAFOLD	6CNC	M	2.91	85	0.334
ECU07_0670-m1	ALPHAFOLD	6CNB	M	2.91	85	0.335

### ECU07_0690
ECU07_0690-m1	ALPHAFOLD	4NHX	A	2.50	327	0.658
ECU07_0690-m1	ALPHAFOLD	4NHY	B	2.48	327	0.649
ECU07_0690-m1	ALPHAFOLD	4NHY	C	2.47	321	0.633
ECU07_0690-m1	ALPHAFOLD	4NHY	A	2.59	327	0.638
ECU07_0690-m1	ALPHAFOLD	4NHY	D	2.60	328	0.630
ECU07_0690-m1	RAPTORX	4NHX	A	3.17	281	0.452
ECU07_0690-m1	RAPTORX	4NHY	D	3.20	278	0.457
ECU07_0690-m1	RAPTORX	4NHY	B	3.11	251	0.451
ECU07_0690-m1	RAPTORX	4NHY	A	3.02	252	0.460
ECU07_0690-m1	RAPTORX	4NHY	C	3.01	248	0.449

### ECU07_0700
ECU07_0700-m1	RAPTORX	2NP3	A	3.16	89	0.360
ECU07_0700-m1	RAPTORX	3VUQ	C	3.47	111	0.323
ECU07_0700-m1	RAPTORX	3VUQ	A	3.54	111	0.337
ECU07_0700-m1	RAPTORX	2OER	B	3.56	112	0.314
ECU07_0700-m1	RAPTORX	3VUQ	B	3.37	108	0.324
ECU07_0700-m1	ALPHAFOLD	7EGD	d	3.04	86	0.329
ECU07_0700-m1	ALPHAFOLD	7EGA	d	3.14	86	0.315
ECU07_0700-m1	ALPHAFOLD	7EG9	d	3.14	86	0.315
ECU07_0700-m1	ALPHAFOLD	7EG7	d	3.14	86	0.315
ECU07_0700-m1	ALPHAFOLD	7EGE	d	3.03	86	0.316

### ECU07_0710
ECU07_0710-m1	ALPHAFOLD	7NVR	p	2.74	95	0.390
ECU07_0710-m1	RAPTORX	1ORY	A	2.77	72	0.431
ECU07_0710-m1	RAPTORX	1ORJ	A	2.87	70	0.345
ECU07_0710-m1	RAPTORX	1ORJ	D	2.93	70	0.344
ECU07_0710-m1	RAPTORX	6BS9	B	3.63	66	0.280
ECU07_0710-m1	ALPHAFOLD	2ETN	A	3.26	85	0.356
ECU07_0710-m1	ALPHAFOLD	5SZG	B	2.76	71	0.350
ECU07_0710-m1	RAPTORX	6BS9	A	3.47	66	0.275
ECU07_0710-m1	ALPHAFOLD	2EBK	A	3.20	113	0.388
ECU07_0710-m1	ALPHAFOLD	3TUL	A	2.01	55	0.350

### ECU07_0720
ECU07_0720-m1	RAPTORX	5N9J	X	1.30	169	0.873
ECU07_0720-m1	RAPTORX	4H63	R	1.48	169	0.829
ECU07_0720-m1	RAPTORX	3C0T	A	1.50	169	0.813
ECU07_0720-m1	RAPTORX	5U0P	R	1.50	168	0.813
ECU07_0720-m1	ALPHAFOLD	7NVR	e	1.84	156	0.734
ECU07_0720-m1	ALPHAFOLD	7EMF	R	1.91	165	0.732
ECU07_0720-m1	ALPHAFOLD	7ENJ	R	1.91	165	0.732
ECU07_0720-m1	RAPTORX	5U0S	R	1.83	168	0.728
ECU07_0720-m1	ALPHAFOLD	6W1S	M	2.07	159	0.675
ECU07_0720-m1	ALPHAFOLD	3C0T	A	2.22	165	0.705

### ECU07_0730
ECU07_0730-m1	RAPTORX	4HE8	G	1.71	273	0.651
ECU07_0730-m1	RAPTORX	4HE8	M	1.71	273	0.651
ECU07_0730-m1	RAPTORX	4HEA	U	1.71	273	0.658
ECU07_0730-m1	RAPTORX	4HEA	M	1.72	273	0.652
ECU07_0730-m1	RAPTORX	6G2J	M	1.99	277	0.633
ECU07_0730-m1	ALPHAFOLD	1VGO	A	3.35	129	0.305
ECU07_0730-m1	ALPHAFOLD	5CWQ	A	3.54	140	0.312
ECU07_0730-m1	ALPHAFOLD	1E12	A	3.11	130	0.316
ECU07_0730-m1	ALPHAFOLD	5AHY	A	2.99	128	0.309
ECU07_0730-m1	ALPHAFOLD	5AHZ	A	2.92	128	0.308

### ECU07_0740
ECU07_0740-m1	RAPTORX	5BN2	A	0.71	222	0.865
ECU07_0740-m1	RAPTORX	2W1P	A	0.69	222	0.866
ECU07_0740-m1	RAPTORX	3ZOJ	A	0.69	222	0.866
ECU07_0740-m1	RAPTORX	2W2E	A	0.70	222	0.866
ECU07_0740-m1	ALPHAFOLD	3M9I	A	1.67	219	0.858
ECU07_0740-m1	RAPTORX	3M9I	A	1.51	214	0.834
ECU07_0740-m1	ALPHAFOLD	2D57	A	1.77	220	0.827
ECU07_0740-m1	ALPHAFOLD	4NEF	D	1.80	224	0.811
ECU07_0740-m1	ALPHAFOLD	3GD8	A	1.71	218	0.835
ECU07_0740-m1	ALPHAFOLD	3IYZ	A	1.69	218	0.826

### ECU07_0750
ECU07_0750-m1	RAPTORX	5Y1U	A	0.73	370	0.946
ECU07_0750-m1	RAPTORX	5XXQ	A	0.74	368	0.946
ECU07_0750-m1	RAPTORX	6BW3	A	0.62	363	0.949
ECU07_0750-m1	RAPTORX	6BW3	C	0.83	362	0.951
ECU07_0750-m1	RAPTORX	6BW4	A	0.71	364	0.944
ECU07_0750-m1	ALPHAFOLD	5Y1U	B	1.06	370	0.897
ECU07_0750-m1	ALPHAFOLD	2YBA	B	1.06	369	0.895
ECU07_0750-m1	ALPHAFOLD	6BW4	C	1.00	361	0.912
ECU07_0750-m1	ALPHAFOLD	7M40	B	1.06	367	0.901
ECU07_0750-m1	ALPHAFOLD	6BW3	C	1.04	361	0.913

### ECU07_0760
ECU07_0760-m1	ALPHAFOLD	6PSI	C	3.40	214	0.301

### ECU07_0770
ECU07_0770-m1	RAPTORX	6CDD	A	1.37	378	0.758
ECU07_0770-m1	RAPTORX	6CDD	B	1.36	377	0.759
ECU07_0770-m1	RAPTORX	6CHS	A	1.59	376	0.687
ECU07_0770-m1	RAPTORX	6JWI	A	1.75	371	0.665
ECU07_0770-m1	RAPTORX	6JWH	A	1.76	372	0.668
ECU07_0770-m1	ALPHAFOLD	6JWI	E	2.30	384	0.596
ECU07_0770-m1	ALPHAFOLD	6JWH	A	2.25	383	0.599
ECU07_0770-m1	ALPHAFOLD	6JWI	A	2.33	384	0.599
ECU07_0770-m1	ALPHAFOLD	6CDD	B	2.38	379	0.609
ECU07_0770-m1	ALPHAFOLD	6JWJ	A	2.22	379	0.582

### ECU07_0780
ECU07_0780-m1	RAPTORX	3UO3	B	2.65	123	0.526
ECU07_0780-m1	RAPTORX	3UO2	A	2.73	126	0.511
ECU07_0780-m1	RAPTORX	1FPO	C	2.65	123	0.479
ECU07_0780-m1	RAPTORX	1FPO	B	2.96	124	0.462
ECU07_0780-m1	RAPTORX	4IT5	A	3.04	126	0.471
ECU07_0780-m1	ALPHAFOLD	6VQB	J	3.12	83	0.280
ECU07_0780-m1	ALPHAFOLD	6VQA	K	3.25	84	0.284
ECU07_0780-m1	ALPHAFOLD	6VQ9	K	3.24	84	0.283
ECU07_0780-m1	ALPHAFOLD	6VQ9	I	3.26	84	0.281
ECU07_0780-m1	ALPHAFOLD	6VQB	I	3.32	82	0.267

### ECU07_0790
ECU07_0790-m1	RAPTORX	5YFP	A	2.52	339	0.497
ECU07_0790-m1	ALPHAFOLD	4APF	B	2.95	212	0.376
ECU07_0790-m1	ALPHAFOLD	4HXI	B	2.93	211	0.376
ECU07_0790-m1	ALPHAFOLD	4AP2	B	3.13	217	0.355
ECU07_0790-m1	ALPHAFOLD	4JGH	D	3.09	216	0.343
ECU07_0790-m1	ALPHAFOLD	6I2M	B	2.97	212	0.365

### ECU07_0800
ECU07_0800-m1	RAPTORX	2D2I	A	0.42	326	0.985
ECU07_0800-m1	RAPTORX	2D2I	B	0.43	326	0.985
ECU07_0800-m1	RAPTORX	2D2I	Q	0.45	326	0.985
ECU07_0800-m1	RAPTORX	2D2I	P	0.45	326	0.984
ECU07_0800-m1	RAPTORX	2D2I	R	0.47	326	0.985
ECU07_0800-m1	ALPHAFOLD	2VYN	D	0.84	325	0.938
ECU07_0800-m1	ALPHAFOLD	2VYV	D	0.87	325	0.928
ECU07_0800-m1	ALPHAFOLD	5C7O	O	0.85	326	0.940
ECU07_0800-m1	ALPHAFOLD	5C7O	O			
ECU07_0800-m1	ALPHAFOLD	5C7I	O	0.86	325	0.936
ECU07_0800-m1	ALPHAFOLD	5C7O	P	0.86	326	0.938
ECU07_0800-m1	ALPHAFOLD	5C7O	P			

### ECU07_0810
ECU07_0810-m1	RAPTORX	6IFG	B	2.51	232	0.480
ECU07_0810-m1	RAPTORX	6IFF	B	2.47	231	0.482
ECU07_0810-m1	RAPTORX	6KOY	B	2.52	233	0.478
ECU07_0810-m1	RAPTORX	6A8Z	B	2.55	233	0.482
ECU07_0810-m1	RAPTORX	6IFG	A	2.53	231	0.476
ECU07_0810-m1	ALPHAFOLD	3GUX	A	3.27	142	0.329
ECU07_0810-m1	ALPHAFOLD	3GUX	B	3.18	140	0.326
ECU07_0810-m1	ALPHAFOLD	7OEZ	A	3.01	149	0.313
ECU07_0810-m1	ALPHAFOLD	6ZEQ	A	3.00	149	0.312
ECU07_0810-m1	ALPHAFOLD	2ANP	A	2.87	144	0.302

### ECU07_0820
ECU07_0820-m1	RAPTORX	3J16	G	1.38	195	0.848
ECU07_0820-m1	RAPTORX	5D8H	B	2.36	190	0.698
ECU07_0820-m1	RAPTORX	3A1Y	G	1.59	176	0.681
ECU07_0820-m1	RAPTORX	5D6G	A	2.37	192	0.670
ECU07_0820-m1	ALPHAFOLD	5D8H	B	2.44	190	0.586
ECU07_0820-m1	RAPTORX	5DAR	E	2.31	188	0.668
ECU07_0820-m1	ALPHAFOLD	3JSY	A	2.41	194	0.577
ECU07_0820-m1	ALPHAFOLD	5DAR	E	2.50	191	0.570
ECU07_0820-m1	ALPHAFOLD	3J16	G	2.58	189	0.574
ECU07_0820-m1	ALPHAFOLD	5D6G	A	2.65	187	0.550

### ECU07_0830
ECU07_0830-m1	ALPHAFOLD	5A9J	C	2.85	529	0.436
ECU07_0830-m1	ALPHAFOLD	5A9J	C			
ECU07_0830-m1	ALPHAFOLD	5A9J	D	2.88	526	0.432
ECU07_0830-m1	ALPHAFOLD	5A9J	D			
ECU07_0830-m1	RAPTORX	5AGA	A	3.06	543	0.407
ECU07_0830-m1	RAPTORX	5AGA	A			
ECU07_0830-m1	ALPHAFOLD	5AGA	A	2.87	530	0.433
ECU07_0830-m1	ALPHAFOLD	5AGA	A			
ECU07_0830-m1	ALPHAFOLD	5A9F	A	2.91	528	0.424
ECU07_0830-m1	ALPHAFOLD	5A9F	A			
ECU07_0830-m1	RAPTORX	5A9J	C	2.98	532	0.412
ECU07_0830-m1	RAPTORX	5A9J	C			
ECU07_0830-m1	RAPTORX	5A9F	A	3.02	539	0.410
ECU07_0830-m1	RAPTORX	5A9F	A			
ECU07_0830-m1	RAPTORX	5A9J	D	3.02	531	0.413
ECU07_0830-m1	RAPTORX	5A9J	D			
ECU07_0830-m1	RAPTORX	5A9J	A	3.05	541	0.404
ECU07_0830-m1	RAPTORX	5A9J	A			
ECU07_0830-m1	ALPHAFOLD	5A9J	A	2.96	532	0.403
ECU07_0830-m1	ALPHAFOLD	5A9J	A			

### ECU07_0840
ECU07_0840-m1	ALPHAFOLD	7DU2	H	1.33	115	0.875
ECU07_0840-m1	ALPHAFOLD	7DN3	H	1.33	115	0.875
ECU07_0840-m1	ALPHAFOLD	7AOC	H	1.50	115	0.833
ECU07_0840-m1	ALPHAFOLD	7AOD	H	1.50	115	0.817
ECU07_0840-m1	ALPHAFOLD	7AOD	T	1.50	115	0.817
ECU07_0840-m1	RAPTORX	2F3I	A	0.83	120	0.952
ECU07_0840-m1	RAPTORX	5M3M	H	2.08	112	0.708
ECU07_0840-m1	RAPTORX	5M3F	H	2.21	114	0.696
ECU07_0840-m1	RAPTORX	6HLQ	H	2.07	112	0.688
ECU07_0840-m1	RAPTORX	6HKO	H	2.10	112	0.704

### ECU07_0850
ECU07_0850-m1	ALPHAFOLD	4AJ5	B	2.26	69	0.578
ECU07_0850-m1	ALPHAFOLD	4AJ5	J	2.46	70	0.561
ECU07_0850-m1	ALPHAFOLD	5XIT	A	2.07	59	0.691
ECU07_0850-m1	ALPHAFOLD	3S9G	A	2.53	68	0.646
ECU07_0850-m1	RAPTORX	5DJN	C	2.26	65	0.565
ECU07_0850-m1	ALPHAFOLD	1NO4	A	2.08	59	0.633
ECU07_0850-m1	RAPTORX	4ZQA	A	2.62	68	0.576
ECU07_0850-m1	RAPTORX	3VP9	B	1.39	53	0.607
ECU07_0850-m1	RAPTORX	1Z56	A	2.24	60	0.532
ECU07_0850-m1	RAPTORX	5XIT	A	2.17	62	0.562

### ECU07_0860
ECU07_0860-m1	RAPTORX	1LDJ	A	2.93	505	0.414
ECU07_0860-m1	RAPTORX	1U6G	A	2.73	432	0.407
ECU07_0860-m1	RAPTORX	5N4W	A	3.34	460	0.368
ECU07_0860-m1	RAPTORX	6R6H	O	3.19	466	0.348
ECU07_0860-m1	RAPTORX	6R7H	O	3.09	424	0.368
ECU07_0860-m1	ALPHAFOLD	5N4W	A	3.57	437	0.361
ECU07_0860-m1	ALPHAFOLD	6R7H	O	3.55	404	0.321
ECU07_0860-m1	ALPHAFOLD	6R7N	O	3.52	422	0.294
ECU07_0860-m1	ALPHAFOLD	6TTU	C	2.78	367	0.331
ECU07_0860-m1	ALPHAFOLD	7B5S	C	2.78	335	0.339

### ECU07_0865
ECU07_0865-m1	RAPTORX	2GUZ	A	0.83	68	0.915
ECU07_0865-m1	RAPTORX	2GUZ	G	0.93	68	0.912
ECU07_0865-m1	RAPTORX	2GUZ	E	0.97	68	0.908
ECU07_0865-m1	RAPTORX	2GUZ	C	0.93	68	0.908
ECU07_0865-m1	RAPTORX	2GUZ	I	0.99	68	0.912
ECU07_0865-m1	ALPHAFOLD	2GUZ	E	1.77	66	0.849
ECU07_0865-m1	ALPHAFOLD	2GUZ	G	1.77	66	0.845
ECU07_0865-m1	ALPHAFOLD	2GUZ	I	2.06	67	0.845
ECU07_0865-m1	ALPHAFOLD	2GUZ	C	1.81	66	0.838
ECU07_0865-m1	ALPHAFOLD	2GUZ	O	1.59	64	0.838

### ECU07_0870
ECU07_0870-m1	RAPTORX	4DB9	D	2.70	168	0.538
ECU07_0870-m1	RAPTORX	4DB9	F	2.68	167	0.538
ECU07_0870-m1	RAPTORX	5MFO	B	2.75	168	0.532
ECU07_0870-m1	RAPTORX	4DB9	E	2.69	167	0.538
ECU07_0870-m1	RAPTORX	5MFO	D	2.73	170	0.533
ECU07_0870-m1	ALPHAFOLD	5Z3G	X	2.56	152	0.510
ECU07_0870-m1	ALPHAFOLD	6EMG	A	2.57	163	0.554
ECU07_0870-m1	ALPHAFOLD	6EMF	A	2.58	160	0.556
ECU07_0870-m1	ALPHAFOLD	6EMF	B	2.57	161	0.559
ECU07_0870-m1	ALPHAFOLD	6EMG	B	2.60	156	0.544

### ECU07_0880
ECU07_0880-m1	RAPTORX	5OF4	E	1.12	160	0.781
ECU07_0880-m1	RAPTORX	5IY7	0	1.36	161	0.753
ECU07_0880-m1	RAPTORX	5IY8	0	1.36	161	0.753
ECU07_0880-m1	RAPTORX	5IY6	0	1.36	161	0.753
ECU07_0880-m1	RAPTORX	4WFQ	A	1.28	161	0.740
ECU07_0880-m1	ALPHAFOLD	5O85	A	2.12	154	0.580
ECU07_0880-m1	ALPHAFOLD	5OF4	E	2.32	156	0.587
ECU07_0880-m1	ALPHAFOLD	5IY7	3	2.20	154	0.575
ECU07_0880-m1	ALPHAFOLD	5IY6	3	2.20	154	0.575
ECU07_0880-m1	ALPHAFOLD	5IVW	3	2.20	154	0.574

### ECU07_0890
ECU07_0890-m1	RAPTORX	3EF1	A	1.12	329	0.820
ECU07_0890-m1	RAPTORX	3EF0	A	1.13	319	0.818
ECU07_0890-m1	RAPTORX	4XQ0	A	1.18	314	0.795
ECU07_0890-m1	RAPTORX	4XPZ	A	1.12	313	0.795
ECU07_0890-m1	ALPHAFOLD	3EF1	A	2.14	304	0.680
ECU07_0890-m1	ALPHAFOLD	4XQ0	A	2.13	298	0.669
ECU07_0890-m1	ALPHAFOLD	4XPZ	A	2.14	299	0.666
ECU07_0890-m1	ALPHAFOLD	3EF0	A	2.13	297	0.670

### ECU07_0900
ECU07_0900-m1	RAPTORX	2JBW	A	0.85	288	0.792
ECU07_0900-m1	RAPTORX	2JBW	B	0.88	288	0.787
ECU07_0900-m1	RAPTORX	2JBW	D	1.09	288	0.768
ECU07_0900-m1	RAPTORX	2JBW	C	1.19	287	0.757
ECU07_0900-m1	RAPTORX	6HXA	A	1.94	289	0.567
ECU07_0900-m1	ALPHAFOLD	5G59	A	2.15	229	0.599
ECU07_0900-m1	ALPHAFOLD	5LCN	A	2.26	225	0.593
ECU07_0900-m1	ALPHAFOLD	5LCN	D	2.10	221	0.581
ECU07_0900-m1	ALPHAFOLD	5LCN	B	2.19	220	0.594
ECU07_0900-m1	ALPHAFOLD	5G5C	A	2.14	217	0.598

### ECU07_0910
ECU07_0910-m1	RAPTORX	1SD5	A	2.26	151	0.652
ECU07_0910-m1	RAPTORX	1S8N	A	2.31	152	0.653
ECU07_0910-m1	RAPTORX	5IUJ	F	1.98	114	0.667
ECU07_0910-m1	RAPTORX	4LE0	B	1.84	111	0.648
ECU07_0910-m1	RAPTORX	3T8Y	B	1.87	114	0.645
ECU07_0910-m1	ALPHAFOLD	5GAJ	A	2.51	118	0.395
ECU07_0910-m1	ALPHAFOLD	2LR0	A	2.46	112	0.391
ECU07_0910-m1	ALPHAFOLD	2LCI	A	2.77	120	0.380
ECU07_0910-m1	ALPHAFOLD	2LRH	A	2.66	119	0.388
ECU07_0910-m1	ALPHAFOLD	2PEZ	B	2.48	109	0.431

### ECU07_0920
ECU07_0920-m1	RAPTORX	3L1W	B	0.67	231	0.904
ECU07_0920-m1	RAPTORX	3L1W	A	0.67	231	0.904
ECU07_0920-m1	RAPTORX	3L1W	C	0.66	231	0.904
ECU07_0920-m1	RAPTORX	3L1W	E	0.66	231	0.904
ECU07_0920-m1	RAPTORX	3L1W	D	0.67	231	0.904
ECU07_0920-m1	ALPHAFOLD	3L1W	E	2.09	216	0.669
ECU07_0920-m1	ALPHAFOLD	3L1W	A	2.15	217	0.670
ECU07_0920-m1	ALPHAFOLD	3L1W	D	2.15	217	0.670
ECU07_0920-m1	ALPHAFOLD	3L1W	B	2.12	216	0.667
ECU07_0920-m1	ALPHAFOLD	3L1W	F	2.21	218	0.671

### ECU07_0930
ECU07_0930-m1	ALPHAFOLD	6EM5	u	1.87	67	0.580
ECU07_0930-m1	ALPHAFOLD	6EM4	u	1.88	67	0.585
ECU07_0930-m1	RAPTORX	6EM4	u	2.25	71	0.570
ECU07_0930-m1	RAPTORX	6EM5	u	2.23	71	0.547
ECU07_0930-m1	ALPHAFOLD	6C0F	u	1.77	66	0.575
ECU07_0930-m1	RAPTORX	6C0F	u	2.47	70	0.550
ECU07_0930-m1	RAPTORX	3J7A	Z	2.53	42	0.378
ECU07_0930-m1	RAPTORX	6OKK	Z	2.53	42	0.378
ECU07_0930-m1	ALPHAFOLD	3J7A	Z	2.38	44	0.455
ECU07_0930-m1	ALPHAFOLD	6OKK	Z	2.38	44	0.455

### ECU07_0940
ECU07_0940-m1	RAPTORX	4ACJ	A	0.74	167	0.987
ECU07_0940-m1	ALPHAFOLD	7OBP	C	1.44	165	0.862
ECU07_0940-m1	ALPHAFOLD	7OBP	E	1.45	165	0.864
ECU07_0940-m1	ALPHAFOLD	7OBP	B	1.48	165	0.858
ECU07_0940-m1	ALPHAFOLD	7OBP	A	1.49	165	0.858
ECU07_0940-m1	ALPHAFOLD	7OBP	D	1.49	165	0.859
ECU07_0940-m1	RAPTORX	6R82	B	1.37	156	0.825
ECU07_0940-m1	RAPTORX	6R82	A	1.60	159	0.758
ECU07_0940-m1	RAPTORX	3EFY	B	3.80	119	0.317
