### Query	Predictor	RCSB Code	Chain	sTMscore	TMscore	Dali_Z	SPscore	Length	RMSD	Seq_Id

### ECU01_0010
ECU07_1420-m1	RAPTORX	4R67	1	0.885	0.698	29.51	1.220	209	1.068	37.8
ECU07_1420-m1	ALPHAFOLD	5GJQ	f	0.916	0.696	29.17	1.158	209	1.088	38.3
ECU07_1420-m1	ALPHAFOLD	6AVO	S	0.884	0.694	28.89	1.152	209	1.147	38.3
ECU07_1420-m1	ALPHAFOLD	6AVO	X	0.880	0.694	28.72	1.144	210	1.243	37.1
ECU07_1420-m1	ALPHAFOLD	6E5B	L	0.908	0.694	28.95	1.152	209	1.131	38.3
ECU07_1420-m1	ALPHAFOLD	5VFO	s	0.917	0.694	28.11	1.151	209	1.120	38.8

### ECU07_1430
ECU07_1430-m1	ALPHAFOLD	6EOB	A	0.495	0.475	9.74	0.665	348	4.084	11.2
ECU07_1430-m1	ALPHAFOLD	7KZU	A	0.493	0.482	9.75	0.665	353	4.058	13.3
ECU07_1430-m1	ALPHAFOLD	6ZMD	A	0.498	0.476	9.83	0.648	353	4.220	11.6
ECU07_1430-m1	ALPHAFOLD	6EOF	A	0.497	0.475	9.79	0.662	350	4.130	11.1
ECU07_1430-m1	ALPHAFOLD	7B7Z	B	0.479	0.471	8.40	0.636	350	4.292	12.3

### ECU07_1440
ECU07_1440-m1	RAPTORX	4A0C	A	0.537	0.425	11.49	0.398	861	5.848	9.5
ECU07_1440-m1	RAPTORX	4A0C	B	0.557	0.439	10.38	0.485	861	5.498	9.5
ECU07_1440-m1	RAPTORX	1U6G	C	0.525	0.418	9.62	0.418	843	5.785	10.0

### ECU07_1450
ECU07_1450-m1	ALPHAFOLD	7B70	E	0.687	0.735	9.52	0.673	105	2.765	12.4
ECU07_1450-m1	ALPHAFOLD	3CUE	C	0.679	0.766	10.58	0.709	104	2.632	12.5
ECU07_1450-m1	ALPHAFOLD	3CUE	U	0.679	0.766	10.58	0.709	104	2.634	12.5
ECU07_1450-m1	ALPHAFOLD	3CUE	O	0.679	0.766	10.58	0.709	104	2.634	12.5
ECU07_1450-m1	ALPHAFOLD	3CUE	I	0.679	0.766	10.58	0.709	104	2.634	12.5
ECU07_1450-m1	RAPTORX	3BW6	A	0.582	0.622	7.16	0.629	77	2.029	14.3
ECU07_1450-m1	RAPTORX	1H8M	A	0.567	0.600	6.16	0.594	77	2.145	15.6
ECU07_1450-m1	RAPTORX	1IOU	A	0.607	0.637	0.21	0.108	81	2.179	16.0
ECU07_1450-m1	RAPTORX	1IFQ	B	0.477	0.526	4.48	0.525	76	3.045	14.5
ECU07_1450-m1	RAPTORX	1IFQ	A	0.472	0.517	4.55	0.519	74	2.878	14.9

### ECU07_1460
ECU07_1460-m1	ALPHAFOLD	4V7F	h	0.829	0.831	8.65	0.886	80	1.009	52.5
ECU07_1460-m1	ALPHAFOLD	6EM3	j	0.783	0.679	7.97	0.814	67	1.098	52.2
ECU07_1460-m1	ALPHAFOLD	6EM4	j	0.783	0.679	7.97	0.814	67	1.098	52.2
ECU07_1460-m1	ALPHAFOLD	6EM5	j	0.781	0.689	8.07	0.813	68	1.110	51.5
ECU07_1460-m1	ALPHAFOLD	6C0F	j	0.800	0.681	7.92	0.809	68	1.168	51.5
ECU07_1460-m1	RAPTORX	2LJY	A	0.099	0.118	-1.89	0.030	16	3.766	0.0
ECU07_1460-m1	RAPTORX	1CTL	A	0.136	0.163	-1.74	0.036	30	4.949	13.3
ECU07_1460-m1	RAPTORX	4ZRL	B	0.114	0.108	-1.55	0.213	18	3.376	5.6
ECU07_1460-m1	RAPTORX	6C0F	j	0.088	0.087	-1.73	0.289	11	3.010	9.1
ECU07_1460-m1	RAPTORX	6CB1	j	0.088	0.087	-1.73	0.289	11	3.010	9.1

### ECU07_1470
ECU07_1470-m1	RAPTORX	3MEP	C	0.409	0.395	4.13	0.483	119	3.682	8.4
ECU07_1470-m1	RAPTORX	3MEP	B	0.410	0.393	4.08	0.472	120	3.829	10.0
ECU07_1470-m1	RAPTORX	3MEP	A	0.408	0.393	4.09	0.472	120	3.827	10.0
ECU07_1470-m1	RAPTORX	1X50	A	0.330	0.405	-1.19	0.093	126	4.291	6.3
ECU07_1470-m1	RAPTORX	5ZBT	A	0.386	0.449	5.03	0.479	134	4.054	4.5
ECU07_1470-m1	ALPHAFOLD	6F9A	A	0.346	0.387	-0.51	0.104	106	3.421	10.4
ECU07_1470-m1	ALPHAFOLD	6F99	A	0.353	0.392	-0.62	0.102	112	3.847	10.7
ECU07_1470-m1	ALPHAFOLD	3CY4	B	0.420	0.334	3.29	0.492	106	4.050	11.3
ECU07_1470-m1	ALPHAFOLD	2JMM	A	0.306	0.348	-0.47	0.141	104	3.993	3.8
ECU07_1470-m1	ALPHAFOLD	3IA8	A	0.306	0.265	0.56	0.380	87	4.970	6.9

### ECU07_1480
ECU07_1480-m1	ALPHAFOLD	6T84	A	0.442	0.418	5.37	0.493	147	3.938	8.2
ECU07_1480-m1	ALPHAFOLD	3O2U	B	0.312	0.278	0.32	0.306	108	4.731	6.5
ECU07_1480-m1	RAPTORX	5V2W	B	0.325	0.278	0.22	0.361	105	4.414	9.5
ECU07_1480-m1	RAPTORX	5E68	B	0.329	0.280	0.27	0.365	106	4.401	9.4
ECU07_1480-m1	ALPHAFOLD	4DQZ	A	0.351	0.288	2.10	0.398	96	3.752	9.4
ECU07_1480-m1	ALPHAFOLD	4DQZ	B	0.351	0.288	2.10	0.398	96	3.753	9.4
ECU07_1480-m1	ALPHAFOLD	3O2U	A	0.294	0.287	0.07	0.318	108	4.482	10.2

### ECU07_1490
ECU07_1490-m1	RAPTORX	5NNV	B	0.648	0.657	12.26	0.630	202	3.847	12.9
ECU07_1490-m1	RAPTORX	5XG2	A	0.679	0.688	13.34	0.701	200	3.377	13.5
ECU07_1490-m1	RAPTORX	5NNV	A	0.665	0.679	8.67	0.694	202	3.637	8.4
ECU07_1490-m1	RAPTORX	6EWY	A	0.664	0.597	8.92	0.668	174	3.311	6.9
ECU07_1490-m1	RAPTORX	5KND	G	0.655	0.526	7.80	0.730	144	2.666	10.4
ECU07_1490-m1	ALPHAFOLD	2V71	B	0.688	0.489	5.91	0.760	140	2.851	10.0
ECU07_1490-m1	ALPHAFOLD	6L5J	D	0.603	0.533	5.29	0.811	144	2.813	9.0
ECU07_1490-m1	ALPHAFOLD	6FKF	b	0.672	0.476	5.37	0.760	134	2.764	6.7
ECU07_1490-m1	ALPHAFOLD	6FKH	b	0.662	0.473	5.27	0.748	134	2.767	6.7
ECU07_1490-m1	ALPHAFOLD	6FKI	b	0.662	0.473	5.27	0.748	134	2.767	6.7

### ECU07_1500
ECU07_1500-m1	RAPTORX	3W5B	A	0.767	0.706	31.89	1.354	854	2.647	17.9
ECU07_1500-m1	RAPTORX	3W5A	A	0.766	0.705	30.99	1.325	853	2.649	17.8
ECU07_1500-m1	RAPTORX	3W5A	B	0.757	0.696	30.28	1.260	852	2.906	17.8
ECU07_1500-m1	RAPTORX	4Y3U	A	0.762	0.687	29.33	1.241	845	3.051	17.9
ECU07_1500-m1	RAPTORX	4KYT	A	0.754	0.688	29.08	1.245	845	3.024	17.8
ECU07_1500-m1	ALPHAFOLD	6XMP	A	0.707	0.727	22.87	0.935	956	4.221	22.3
ECU07_1500-m1	ALPHAFOLD	6XMQ	A	0.710	0.729	22.15	0.938	959	4.236	22.2
ECU07_1500-m1	ALPHAFOLD	6XMS	A	0.704	0.727	22.91	0.912	959	4.294	21.9
ECU07_1500-m1	ALPHAFOLD	7OP5	A	0.661	0.675	19.02	0.787	913	4.734	25.3
ECU07_1500-m1	ALPHAFOLD	7OP3	A	0.651	0.670	20.29	0.838	895	4.626	26.3

### ECU07_1520
ECU07_1520-m1	RAPTORX	5WUL	B	0.499	0.565	9.28	0.613	159	3.386	5.7
ECU07_1520-m1	RAPTORX	5WVA	B	0.497	0.561	9.29	0.608	158	3.449	5.7
ECU07_1520-m1	RAPTORX	3GUY	B	0.511	0.534	8.87	0.627	148	3.267	8.1
ECU07_1520-m1	RAPTORX	3GUY	E	0.520	0.538	9.34	0.630	149	3.265	8.1
ECU07_1520-m1	RAPTORX	3GUY	F	0.516	0.531	8.85	0.623	147	3.252	8.2
ECU07_1520-m1	ALPHAFOLD	4IWB	B	0.509	0.396	3.69	0.505	130	4.140	6.9
ECU07_1520-m1	ALPHAFOLD	4IWB	A	0.485	0.400	3.55	0.490	130	4.141	6.9
ECU07_1520-m1	ALPHAFOLD	6WTI	C	0.454	0.420	5.85	0.467	137	4.191	5.8
ECU07_1520-m1	ALPHAFOLD	6KOB	C	0.449	0.397	4.67	0.468	129	4.239	6.2
ECU07_1520-m1	ALPHAFOLD	6KOC	C	0.457	0.405	5.32	0.470	133	4.265	6.0

### ECU07_1560
ECU07_1560-m1	RAPTORX	2CU2	A	0.642	0.676	26.60	1.094	217	1.193	10.1
ECU07_1560-m1	RAPTORX	2QH5	A	0.641	0.596	19.64	0.874	212	2.621	9.0
ECU07_1560-m1	RAPTORX	2QH5	B	0.646	0.598	19.98	0.879	212	2.661	8.5
ECU07_1560-m1	RAPTORX	2X65	B	0.577	0.641	20.64	0.962	217	2.188	8.8
ECU07_1560-m1	RAPTORX	2X65	A	0.567	0.640	20.57	0.965	217	2.206	8.8

### ECU07_1570
ECU07_1570-m1	RAPTORX	1NYQ	A	0.923	0.948	45.65	1.572	624	1.540	34.9
ECU07_1570-m1	RAPTORX	1NYR	A	0.903	0.942	42.86	1.524	624	1.702	34.9
ECU07_1570-m1	RAPTORX	1QF6	A	0.867	0.916	36.66	1.349	624	2.374	37.7
ECU07_1570-m1	ALPHAFOLD	1NYQ	B	0.858	0.906	34.29	1.299	625	2.677	34.9
ECU07_1570-m1	ALPHAFOLD	1NYR	B	0.843	0.881	33.43	1.207	616	2.886	35.4
ECU07_1570-m1	RAPTORX	1NYQ	B	0.846	0.887	40.10	1.217	626	3.104	35.0
ECU07_1570-m1	ALPHAFOLD	1NYR	A	0.839	0.881	35.19	1.215	621	3.119	34.9
ECU07_1570-m1	ALPHAFOLD	1NYQ	A	0.845	0.881	34.54	1.215	621	3.121	34.8
ECU07_1570-m1	RAPTORX	1NYR	B	0.828	0.865	37.29	1.117	620	3.370	34.8
ECU07_1570-m1	ALPHAFOLD	1QF6	A	0.831	0.865	36.58	1.102	622	3.374	37.6

### ECU07_1580
ECU07_1580-m1	RAPTORX	5XBK	A	0.615	0.603	13.32	0.598	325	4.414	9.8
ECU07_1580-m1	RAPTORX	5XBK	D	0.601	0.592	12.86	0.601	312	4.208	8.7
ECU07_1580-m1	RAPTORX	5XAH	D	0.598	0.592	11.88	0.613	313	4.203	8.9
ECU07_1580-m1	RAPTORX	5XAH	C	0.582	0.584	11.32	0.574	315	4.410	8.9
ECU07_1580-m1	RAPTORX	6RRK	A	0.558	0.610	14.12	0.675	300	3.868	7.7
ECU07_1580-m1	ALPHAFOLD	4D50	B	0.432	0.338	4.54	0.458	183	4.355	9.3
ECU07_1580-m1	ALPHAFOLD	4D50	A	0.434	0.341	3.67	0.439	190	4.675	7.9
ECU07_1580-m1	ALPHAFOLD	4D4Z	B	0.417	0.330	3.63	0.422	182	4.458	8.2
ECU07_1580-m1	ALPHAFOLD	4D4Z	A	0.413	0.329	2.73	0.414	186	4.746	8.6

### ECU07_1600
ECU07_1600-m1	ALPHAFOLD	3WDY	C	0.415	0.349	7.77	0.494	183	3.694	8.7
ECU07_1600-m1	RAPTORX	4M01	A	0.401	0.368	9.81	0.692	178	3.311	5.6
ECU07_1600-m1	RAPTORX	4M01	B	0.401	0.368	9.94	0.693	178	3.308	6.2
ECU07_1600-m1	ALPHAFOLD	3WDW	A	0.422	0.359	8.35	0.506	187	3.738	8.6
ECU07_1600-m1	RAPTORX	4M01	C	0.399	0.367	9.81	0.688	178	3.348	6.2
ECU07_1600-m1	RAPTORX	4M01	D	0.399	0.367	9.80	0.688	178	3.349	6.2
ECU07_1600-m1	ALPHAFOLD	3WDW	B	0.420	0.358	8.29	0.504	187	3.748	8.6
ECU07_1600-m1	ALPHAFOLD	3WDX	A	0.420	0.357	8.20	0.497	187	3.771	8.6
ECU07_1600-m1	ALPHAFOLD	3WDU	C	0.421	0.359	8.23	0.507	186	3.672	8.1
ECU07_1600-m1	RAPTORX	3RG0	A	0.409	0.340	7.79	0.626	168	3.320	16.1

### ECU07_1610
ECU07_1610-m1	RAPTORX	1VHN	A	0.867	0.809	41.82	1.275	285	1.284	26.0
ECU07_1610-m1	ALPHAFOLD	6EZA	B	0.789	0.768	33.98	1.083	284	2.240	29.9
ECU07_1610-m1	ALPHAFOLD	6EZA	A	0.782	0.770	33.94	1.080	284	2.216	29.9
ECU07_1610-m1	ALPHAFOLD	6EZB	A	0.779	0.760	33.43	1.071	281	2.197	29.9
ECU07_1610-m1	ALPHAFOLD	6EZC	A	0.780	0.750	32.80	1.067	277	2.174	28.9
ECU07_1610-m1	ALPHAFOLD	4WFS	A	0.778	0.739	31.37	1.050	273	2.175	28.2
ECU07_1610-m1	RAPTORX	6EI9	A	0.752	0.738	28.98	1.039	276	2.324	26.8
ECU07_1610-m1	RAPTORX	6EI9	B	0.743	0.734	29.00	1.034	274	2.284	27.4
ECU07_1610-m1	RAPTORX	4YCO	A	0.707	0.732	28.45	0.968	282	2.798	24.5
ECU07_1610-m1	RAPTORX	4YCO	B	0.711	0.726	28.64	0.933	287	3.120	24.4

### ECU07_1620
ECU07_1620-m1	ALPHAFOLD	4CII	A	0.531	0.521	5.30	0.546	133	3.298	7.5
ECU07_1620-m1	ALPHAFOLD	4R61	A	0.583	0.437	7.69	0.613	110	3.066	9.1
ECU07_1620-m1	ALPHAFOLD	5M4Y	E	0.534	0.524	7.75	0.641	127	3.182	6.3
ECU07_1620-m1	ALPHAFOLD	5M4Y	A	0.540	0.512	7.40	0.641	124	3.101	6.5
ECU07_1620-m1	ALPHAFOLD	5M4Y	C	0.525	0.509	7.14	0.632	122	3.104	6.6
ECU07_1620-m1	RAPTORX	1AVO	H	0.484	0.375	3.59	0.548	98	3.146	13.3
ECU07_1620-m1	RAPTORX	1AVO	N	0.487	0.374	3.59	0.547	98	3.155	13.3
ECU07_1620-m1	RAPTORX	1AVO	L	0.483	0.374	3.58	0.547	98	3.148	13.3
ECU07_1620-m1	RAPTORX	1AVO	D	0.484	0.375	3.59	0.548	98	3.149	13.3
ECU07_1620-m1	RAPTORX	1AVO	F	0.483	0.374	3.58	0.546	98	3.155	13.3

### ECU07_1630
ECU07_1630-m1	RAPTORX	2A6T	A	0.783	0.783	26.74	0.987	213	2.211	31.0
ECU07_1630-m1	ALPHAFOLD	5LOP	A	0.758	0.821	21.35	0.933	230	2.718	28.3
ECU07_1630-m1	ALPHAFOLD	6AM0	A	0.764	0.798	21.79	0.892	228	2.866	27.6
ECU07_1630-m1	ALPHAFOLD	5N2V	E	0.735	0.724	22.12	0.890	205	2.539	33.7
ECU07_1630-m1	ALPHAFOLD	5N2V	B	0.727	0.724	22.04	0.891	205	2.507	33.7
ECU07_1630-m1	ALPHAFOLD	6AM0	E	0.709	0.762	20.90	0.905	212	2.476	29.7
ECU07_1630-m1	RAPTORX	2A6T	B	0.783	0.597	17.87	0.867	167	2.513	27.5
ECU07_1630-m1	RAPTORX	5J3T	B	0.582	0.629	14.26	0.753	185	3.471	23.2
ECU07_1630-m1	RAPTORX	5J3Y	D	0.555	0.580	15.20	0.765	158	2.751	27.2
ECU07_1630-m1	RAPTORX	5J3Y	B	0.540	0.585	15.21	0.762	159	2.758	27.0

### ECU07_1640
ECU07_1640-m1	RAPTORX	5GJQ	I	0.889	0.766	41.73	1.160	359	2.591	69.4
ECU07_1640-m1	ALPHAFOLD	5M32	d	0.845	0.718	27.72	1.174	328	2.083	66.8
ECU07_1640-m1	ALPHAFOLD	5GJQ	I	0.791	0.731	31.11	1.163	336	2.181	73.8
ECU07_1640-m1	ALPHAFOLD	5T0G	B	0.821	0.710	24.96	1.101	332	2.349	65.1
ECU07_1640-m1	ALPHAFOLD	5VFT	B	0.808	0.704	24.09	1.084	331	2.417	65.3
ECU07_1640-m1	ALPHAFOLD	5T0H	B	0.808	0.704	24.09	1.084	331	2.417	65.3
ECU07_1640-m1	RAPTORX	5MPA	I	0.765	0.750	28.12	1.065	358	2.964	66.5
ECU07_1640-m1	RAPTORX	5M32	d	0.794	0.686	26.88	1.067	325	2.559	66.5
ECU07_1640-m1	RAPTORX	5MP9	I	0.764	0.746	30.87	1.038	361	3.165	66.5
ECU07_1640-m1	RAPTORX	5T0G	B	0.773	0.682	25.26	0.984	334	2.978	66.5

### ECU07_1650
ECU07_1650-m1	RAPTORX	6AHR	D	0.719	0.732	17.00	0.922	119	1.886	23.5
ECU07_1650-m1	RAPTORX	6AHU	D	0.702	0.711	15.31	0.882	119	2.140	23.5
ECU07_1650-m1	ALPHAFOLD	6AHU	D	0.612	0.645	11.36	0.786	116	2.589	23.3
ECU07_1650-m1	ALPHAFOLD	6AHR	D	0.580	0.622	10.45	0.739	116	2.804	23.3
ECU07_1650-m1	RAPTORX	6AH3	D	0.621	0.698	10.95	0.768	121	2.098	22.3
ECU07_1650-m1	ALPHAFOLD	6AH3	D	0.517	0.583	7.36	0.661	105	2.404	24.8
ECU07_1650-m1	ALPHAFOLD	6W6V	D	0.543	0.585	7.18	0.670	104	2.377	24.0
ECU07_1650-m1	ALPHAFOLD	1FW7	A	0.257	0.320	-1.64	0.070	83	5.474	10.8
ECU07_1650-m1	RAPTORX	1FW7	A	0.284	0.321	-1.63	0.069	81	4.665	9.9
ECU07_1650-m1	RAPTORX	2KF3	A	0.258	0.301	-1.19	0.102	76	4.686	7.9

### ECU07_1655
ECU07_1655-m1	ALPHAFOLD	6OFP	B	0.922	0.929	7.65	0.944	89	1.036	6.7
ECU07_1655-m1	ALPHAFOLD	5K7B	D	0.887	0.882	7.65	0.914	88	1.246	14.8
ECU07_1655-m1	ALPHAFOLD	6F6P	C	0.882	0.889	7.63	0.915	88	1.239	12.5
ECU07_1655-m1	ALPHAFOLD	6F6P	B	0.918	0.928	7.33	0.933	88	0.904	18.2
ECU07_1655-m1	ALPHAFOLD	6OQA	C	0.890	0.844	7.28	0.897	83	1.109	6.0
ECU07_1655-m1	RAPTORX	6GBO	L	0.610	0.498	4.59	0.631	64	2.472	7.8
ECU07_1655-m1	RAPTORX	6GBO	B	0.603	0.499	4.51	0.627	64	2.498	7.8
ECU07_1655-m1	RAPTORX	4BRY	B	0.500	0.400	4.94	0.511	68	3.035	14.7
ECU07_1655-m1	RAPTORX	6GBO	H	0.599	0.488	4.49	0.620	64	2.570	7.8
ECU07_1655-m1	RAPTORX	3B5N	D	0.489	0.361	3.95	0.545	55	2.420	3.6

### ECU07_1660
ECU07_1660-m1	RAPTORX	3L4G	K	0.769	0.578	35.89	1.352	281	1.330	64.8
ECU07_1660-m1	ALPHAFOLD	3L4G	K	0.711	0.549	30.92	1.206	277	1.930	65.3
ECU07_1660-m1	RAPTORX	3L4G	C	0.568	0.582	25.71	1.351	281	1.256	64.8
ECU07_1660-m1	ALPHAFOLD	7K98	A	0.585	0.460	22.90	1.051	233	2.028	36.1
ECU07_1660-m1	ALPHAFOLD	7K98	D	0.593	0.465	22.88	1.016	243	2.963	35.0
ECU07_1660-m1	RAPTORX	2IY5	A	0.619	0.468	20.49	0.883	252	3.023	32.9
ECU07_1660-m1	RAPTORX	1EIY	A	0.601	0.479	20.52	0.883	260	3.284	32.3
ECU07_1660-m1	ALPHAFOLD	3L4G	C	0.534	0.558	22.06	1.210	277	1.835	65.3
ECU07_1660-m1	ALPHAFOLD	7K9M	A	0.583	0.453	22.12	1.012	232	2.230	37.1
ECU07_1660-m1	RAPTORX	3RAC	A	0.463	0.352	12.06	0.687	191	2.903	16.2

### ECU07_1670
ECU07_1670-m1	RAPTORX	6Q0V	A	0.748	0.666	31.67	1.367	645	2.018	14.0
ECU07_1670-m1	RAPTORX	6Q0W	A	0.743	0.669	31.82	1.369	648	2.009	13.9
ECU07_1670-m1	RAPTORX	6Q0R	A	0.732	0.666	31.31	1.356	646	2.072	13.8
ECU07_1670-m1	RAPTORX	6UD7	B	0.716	0.668	30.65	1.341	648	2.071	13.6
ECU07_1670-m1	RAPTORX	4A0A	A	0.738	0.666	31.50	1.308	651	2.277	14.0
ECU07_1670-m1	ALPHAFOLD	7ABH	E	0.715	0.803	21.26	0.806	871	4.361	14.0
ECU07_1670-m1	ALPHAFOLD	7ABI	E	0.714	0.802	21.22	0.798	872	4.380	14.4
ECU07_1670-m1	ALPHAFOLD	5HY7	B	0.696	0.783	21.47	0.744	864	4.673	13.9
ECU07_1670-m1	ALPHAFOLD	3E0C	A	0.648	0.725	18.74	0.806	782	4.362	12.0
ECU07_1670-m1	ALPHAFOLD	4A0A	A	0.644	0.594	19.69	0.961	615	3.467	13.3

### ECU07_1680
ECU07_1680-m1	RAPTORX	5NNP	B	0.919	0.940	29.81	1.179	174	0.816	28.2
ECU07_1680-m1	RAPTORX	5NNP	F	0.913	0.934	29.42	1.173	173	0.825	28.3
ECU07_1680-m1	RAPTORX	5NNR	B	0.895	0.908	27.57	1.137	170	0.983	28.8
ECU07_1680-m1	RAPTORX	5NNR	E	0.877	0.920	27.18	1.134	174	1.194	27.0
ECU07_1680-m1	RAPTORX	6C95	B	0.912	0.835	26.00	1.088	157	1.056	26.8
ECU07_1680-m1	ALPHAFOLD	6ZMP	B	0.848	0.884	24.97	1.050	170	1.550	34.1
ECU07_1680-m1	ALPHAFOLD	6VP9	A	0.872	0.789	22.26	1.006	152	1.471	33.6
ECU07_1680-m1	ALPHAFOLD	6ZMP	A	0.842	0.884	25.01	1.054	170	1.558	34.1
ECU07_1680-m1	ALPHAFOLD	5K04	B	0.823	0.735	19.33	0.923	149	1.984	31.5
ECU07_1680-m1	ALPHAFOLD	4PV6	M	0.825	0.724	19.41	0.929	146	1.799	25.3

### ECU07_1690
ECU07_1690-m1	RAPTORX	6GMH	M	0.778	0.829	24.35	1.109	816	3.471	17.5
ECU07_1690-m1	RAPTORX	3PSI	A	0.597	0.618	15.16	0.745	645	4.397	14.7
ECU07_1690-m1	RAPTORX	3PSF	A	0.552	0.566	13.95	0.820	570	3.765	15.1
ECU07_1690-m1	ALPHAFOLD	3PSI	A	0.486	0.498	10.01	0.634	528	4.752	15.3
ECU07_1690-m1	RAPTORX	3BZC	A	0.517	0.471	11.55	0.601	512	4.738	14.1
ECU07_1690-m1	RAPTORX	2OCE	A	0.500	0.455	10.38	0.576	498	4.855	13.1
ECU07_1690-m1	ALPHAFOLD	6GMH	M	0.461	0.511	8.21	0.527	551	4.933	16.3
ECU07_1690-m1	ALPHAFOLD	6TED	M	0.455	0.507	7.83	0.505	550	4.991	16.5
ECU07_1690-m1	ALPHAFOLD	3PSF	A	0.429	0.431	9.55	0.558	465	4.982	17.2
ECU07_1690-m1	ALPHAFOLD	3BZC	A	0.445	0.391	8.64	0.620	410	4.251	18.3

### ECU07_1700
ECU07_1700-m1	RAPTORX	4KZX	C	0.944	0.910	34.19	1.291	224	0.963	53.1
ECU07_1700-m1	RAPTORX	4KZZ	C	0.946	0.910	34.19	1.291	224	0.963	53.1
ECU07_1700-m1	RAPTORX	4KZY	C	0.944	0.910	34.19	1.291	224	0.963	53.1
ECU07_1700-m1	ALPHAFOLD	6AZ1	F	0.949	0.885	29.84	1.257	219	0.857	47.5
ECU07_1700-m1	RAPTORX	3JAM	C	0.935	0.876	30.24	1.252	217	0.869	48.4
ECU07_1700-m1	ALPHAFOLD	6ZVH	C	0.954	0.891	30.01	1.254	222	1.007	54.5
ECU07_1700-m1	ALPHAFOLD	6ZLW	D	0.957	0.880	29.95	1.255	218	0.867	55.5
ECU07_1700-m1	ALPHAFOLD	7JQB	D	0.942	0.889	29.89	1.254	221	0.943	54.8
ECU07_1700-m1	ALPHAFOLD	3JAM	C	0.944	0.875	29.77	1.250	217	0.949	48.4
ECU07_1700-m1	RAPTORX	3JAP	C	0.920	0.873	29.01	1.242	217	0.937	48.4

### ECU07_1710
ECU07_1710-m1	RAPTORX	2OT3	A	0.823	0.844	29.83	1.175	222	1.200	20.3
ECU07_1710-m1	RAPTORX	1TXU	A	0.755	0.792	24.32	1.056	218	1.862	18.3
ECU07_1710-m1	RAPTORX	4Q9U	A	0.781	0.831	22.21	1.071	228	1.885	19.7
ECU07_1710-m1	RAPTORX	2EFD	C	0.726	0.728	21.61	0.914	209	2.391	23.9
ECU07_1710-m1	RAPTORX	4G01	A	0.731	0.722	22.49	0.940	205	2.080	23.4
ECU07_1710-m1	ALPHAFOLD	2EFC	C	0.710	0.726	20.11	0.901	208	2.278	23.1
ECU07_1710-m1	ALPHAFOLD	2EFH	C	0.710	0.726	20.11	0.900	208	2.281	22.6
ECU07_1710-m1	ALPHAFOLD	2EFE	C	0.707	0.724	20.16	0.896	208	2.261	23.1
ECU07_1710-m1	ALPHAFOLD	2EFC	A	0.707	0.723	20.05	0.893	208	2.326	23.1
ECU07_1710-m1	ALPHAFOLD	2EFH	A	0.703	0.723	20.06	0.893	208	2.323	22.6

### ECU07_1720
ECU07_1720-m1	RAPTORX	3PGW	A	0.572	0.435	6.80	0.653	76	2.058	14.5
ECU07_1720-m1	RAPTORX	2DO0	A	0.469	0.496	0.47	0.147	89	3.097	13.5
ECU07_1720-m1	RAPTORX	3S8S	A	0.496	0.420	6.15	0.646	71	1.516	16.9
ECU07_1720-m1	RAPTORX	3LQV	A	0.572	0.477	8.14	0.633	88	2.862	15.9
ECU07_1720-m1	RAPTORX	2F9D	B	0.580	0.477	8.10	0.631	88	2.803	15.9
ECU07_1720-m1	ALPHAFOLD	1WHX	A	0.439	0.467	0.52	0.143	80	2.346	12.5
ECU07_1720-m1	ALPHAFOLD	5Z58	5	0.572	0.436	7.25	0.711	75	1.697	18.7
ECU07_1720-m1	ALPHAFOLD	7ABI	z	0.572	0.436	7.25	0.711	75	1.697	18.7
ECU07_1720-m1	ALPHAFOLD	6AH0	5	0.567	0.435	7.18	0.714	75	1.681	18.7
ECU07_1720-m1	ALPHAFOLD	3LQV	A	0.540	0.421	6.62	0.718	71	1.540	23.9

### ECU07_1750
ECU07_1750-m1	RAPTORX	2B63	G	0.868	0.961	20.78	1.104	154	1.045	40.3
ECU07_1750-m1	RAPTORX	1Y1W	G	0.896	0.961	21.51	1.103	154	1.049	40.3
ECU07_1750-m1	RAPTORX	3J1N	G	0.893	0.962	21.68	1.104	154	1.052	40.3
ECU07_1750-m1	RAPTORX	2B8K	G	0.893	0.962	21.68	1.104	154	1.052	40.3
ECU07_1750-m1	RAPTORX	1WCM	G	0.897	0.962	21.68	1.104	154	1.052	40.3
ECU07_1750-m1	ALPHAFOLD	5FLM	G	0.875	0.950	19.65	1.078	154	1.221	41.6
ECU07_1750-m1	ALPHAFOLD	7OKX	G	0.878	0.952	19.80	1.084	154	1.068	41.6
ECU07_1750-m1	ALPHAFOLD	7OKY	G	0.878	0.952	19.80	1.084	154	1.068	41.6
ECU07_1750-m1	ALPHAFOLD	5IY7	G	0.881	0.946	19.04	1.074	154	1.182	41.6
ECU07_1750-m1	ALPHAFOLD	5IYB	G	0.881	0.946	19.04	1.074	154	1.182	41.6

### ECU07_1760
ECU07_1760-m1	RAPTORX	2HUZ	A	0.924	0.864	30.59	1.187	178	0.897	34.8
ECU07_1760-m1	RAPTORX	2HUZ	B	0.894	0.858	29.10	1.169	178	1.004	34.8
ECU07_1760-m1	RAPTORX	3CXQ	A	0.923	0.856	29.03	1.166	178	1.026	34.8
ECU07_1760-m1	RAPTORX	2O28	B	0.901	0.848	28.34	1.146	178	1.139	34.8
