Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8SUC1	Q8SUC1_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1390	ECU10_1390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	494
Q8SV29	Q8SV29_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0470	ECU07_0470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	128
Q8SVA8	Q8SVA8_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0860	ECU06_0860	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	403
Q8SR87	Q8SR87_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L23A (L25 in yeast)	ECU08_1910	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	88
Q8SS51	Q8SS51_ENCCU	unreviewed	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN	ECU04_0690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	2371
Q8SSJ3	Q8SSJ3_ENCCU	unreviewed	NUCLEAR MOVEMENT PROTEIN	ECU01_1280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	131
Q8SU14	Q8SU14_ENCCU	unreviewed	Similarity to FOLATE TRANSPORTER	ECU11_1600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	433
Q8SUC9	Q8SUC9_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1220	ECU10_1220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	138
Q8SUG4	Q8SUG4_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0460	ECU10_0460	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	287
Q8SUH4	Q8SUH4_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0200	ECU10_0200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	260
Q8SVQ2	Q8SVQ2_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1570	ECU04_1570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	126
Q8SVW8	Q8SVW8_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0390	ECU04_0390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	116
Q8SS45	Q8SS45_ENCCU	unreviewed	Putative VESICLE TRANSPORT V-SNARE PROTEIN	ECU04_0800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	189
Q8SSL6	Q8SSL6_ENCCU	unreviewed	THIOREDOXIN REDUCTASE	ECU01_0680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	156
Q8SU42	Q8SU42_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1020	ECU11_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	352
Q8SUF2	Q8SUF2_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0770	ECU10_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	189
Q8SUG6	Q8SUG6_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0430	ECU10_0430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	135
Q8SUZ4	Q8SUZ4_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0990	ECU07_0990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	411
Q8SVB6	Q8SVB6_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0710	ECU06_0710	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	422
Q8SVH0	Q8SVH0_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1390	ECU05_1390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	404
Q8SR05	Q8SR05_ENCCU	unreviewed	40S RIBOSOMAL PROTEIN S30	ECU10_1575	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	59
Q8SR71	Q8SR71_ENCCU	unreviewed	STEROL O-ACYLTRANSFERASE	ECU10_0300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	401
Q8SS84	Q8SS84_ENCCU	unreviewed	ENDOPLASMIC RETICULUM MEMBRANE PROTEIN	ECU03_1260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	183
Q8SS90	Q8SS90_ENCCU	unreviewed	PHOSPHATIDYLINOSITOL-4-KINASE CATALYTIC SUBUNIT	ECU03_1100	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	711
Q8SSA7	Q8SSA7_ENCCU	unreviewed	CALMODULIN-DEPENDENT PROTEIN KINASE	ECU03_0630	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	390
Q8SUA6	Q8SUA6_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1630	ECU10_1630	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	389
Q8SV01	Q8SV01_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0910	ECU07_0910	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	190
Q8SVJ3	Q8SVJ3_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0960	ECU05_0960	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	288
Q8SVM8	Q8SVM8_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0210	ECU05_0210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	426
Q8SWP3	Q8SWP3_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0400	ECU01_0400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	407
Q8SSK5	Q8SSK5_ENCCU	unreviewed	WD-REPEAT PROTEIN SIMILAR TO ANTI-TELOMERIC SILENCING PROTEIN	ECU01_0980	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	414
Q8STK4	Q8STK4_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1980	ECU09_1980	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	197
Q8SUI6	Q8SUI6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1990	ECU08_1990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	249
Q8SUJ4	Q8SUJ4_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1830	ECU08_1830	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	222
Q8SVL9	Q8SVL9_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0460	ECU05_0460	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	400
Q8SVQ1	Q8SVQ1_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1580	ECU04_1580	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	294
Q8SQN0	Q8SQN0_ENCCU	unreviewed	SYNTAXIN-LIKE PROTEIN	ECU09_0940	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	171
Q8SRG5	Q8SRG5_ENCCU	unreviewed	DNA-DIRECTED RNA POLYMERASE II 19kDa SUBUNIT	ECU07_1750	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	155
Q8SRM8	Q8SRM8_ENCCU	unreviewed	TOPOISOMERASE 1	ECU06_1520	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	370
Q8SRP0	Q8SRP0_ENCCU	unreviewed	U6-snRNA ASSOCIATED SMALL NUCLEAR RIBONUCLEOPROTEIN	ECU06_1140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	71
Q8SUF3	Q8SUF3_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0740	ECU10_0740	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	180
Q8SUJ6	Q8SUJ6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1800	ECU08_1800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	191
Q8SUT6	Q8SUT6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0190	ECU08_0190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	405
Q8SVH1	Q8SVH1_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1380	ECU05_1380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	204
Q8SVN7	Q8SVN7_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0080	ECU05_0080	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	658
Q8SW29	Q8SW29_ENCCU	unreviewed	Putative uncharacterized protein ECU03_1000	ECU03_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	540
Q8SWE9	Q8SWE9_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0400	ECU02_0400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	105
Q8SR26	Q8SR26_ENCCU	unreviewed	DNA REPAIR PROTEIN (RAD14/XPA FAMILY)	ECU10_1170	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	190
Q8SR35	Q8SR35_ENCCU	unreviewed	KINESIN-RELATED PROTEIN	ECU10_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	474
Q8SR92	Q8SR92_ENCCU	unreviewed	TRANSCRIPTION INITIATION PROTEIN	ECU08_1660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	116
Q8SRB6	Q8SRB6_ENCCU	unreviewed	EUKARYOTIC TRANSLATION INITIATION FACTOR 4E (MRNA CAP-BINDING PROTEIN)	ECU08_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	173
Q8STT6	Q8STT6_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0710	ECU09_0710	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	208
Q8SUG9	Q8SUG9_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0370	ECU10_0370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	138
Q8SVR3	Q8SVR3_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1410	ECU04_1410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	620
Q8SVV7	Q8SVV7_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0560	ECU04_0560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	240
Q8SWH9	Q8SWH9_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0030	ECU02_0030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	365
Q8SWI1	Q8SWI1_ENCCU	unreviewed	Putative uncharacterized protein ECU01_1350	ECU01_1350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	196
Q8STN1	Q8STN1_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1540	ECU09_1540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	538
Q8STS4	Q8STS4_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0880	ECU09_0880	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	655
Q8SU05	Q8SU05_ENCCU	unreviewed	Similarity to histones H1	ECU11_1790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	519
Q8SU57	Q8SU57_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0680	ECU11_0680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	344
Q8SU60	Q8SU60_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0630	ECU11_0630	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	287
Q8SUY9	Q8SUY9_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1070	ECU07_1070	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	174
Q8SUZ3	Q8SUZ3_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1000	ECU07_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	218
Q8SUZ7	Q8SUZ7_ENCCU	unreviewed	Similarity to replication factor A protein 3	ECU07_0950	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	104
Q8SWK1	Q8SWK1_ENCCU	unreviewed	Putative uncharacterized protein ECU01_1020	ECU01_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	304
Q8SQL1	Q8SQL1_ENCCU	unreviewed	PROTEIN DISULFIDE ISOMERASE	ECU09_1560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	457
Q8SR73	Q8SR73_ENCCU	unreviewed	BELONGS TO THE RNASE PH (EXOSOME) FAMILY	ECU10_0270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	188
Q8SRB1	Q8SRB1_ENCCU	unreviewed	Coatomer subunit beta (Beta-coat protein)	ECU08_1100	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	818
Q8SRH3	Q8SRH3_ENCCU	unreviewed	SER/THR PROTEIN PHOSPHATASE PP2C HOMOLOG 1	ECU07_1520	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	220
Q8STS6	Q8STS6_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0860	ECU09_0860	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	232
Q8SUP4	Q8SUP4_ENCCU	unreviewed	Similarity to D-ribose transport binding protein	ECU08_1050	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	231
Q8SUW3	Q8SUW3_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1480	ECU07_1480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	244
Q8SV45	Q8SV45_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0210	ECU07_0210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	153
Q8SV86	Q8SV86_ENCCU	unreviewed	Weak similarity to HMG	ECU06_1260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	219
Q8SVC5	Q8SVC5_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0590	ECU06_0590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	582
Q8SVZ0	Q8SVZ0_ENCCU	unreviewed	Similarity to putative TRANSCRIPTION INITIATION FACTOR TFIIF SMALL SUBUNIT	ECU03_1600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	157
Q8SWD2	Q8SWD2_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0830	ECU02_0830	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	114
Q8SUK0	Q8SUK0_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1740	ECU08_1740	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	359
Q8SUW9	Q8SUW9_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1370	ECU07_1370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	273
Q8SVA1	Q8SVA1_ENCCU	unreviewed	Putative zinc finger protein	ECU06_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	146
Q8SVW0	Q8SVW0_ENCCU	unreviewed	HSF1 domain	ECU04_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	247
Q8SW93	Q8SW93_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1440	ECU02_1440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	544
Q8SS46	Q8SS46_ENCCU	unreviewed	SMALL NUCLEAR RIBONUCLEOPROTEIN F	ECU04_0790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	81
Q8SSD0	Q8SSD0_ENCCU	unreviewed	CHROMOBOX PROTEIN	ECU03_0180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	156
Q8SSF2	Q8SSF2_ENCCU	unreviewed	THIOREDOXIN REDUCTASE	ECU02_0940	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	309
Q8SUK3	Q8SUK3_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1710	ECU08_1710	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	253
Q8SUM7	Q8SUM7_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1390	ECU08_1390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	150
Q8SUY6	Q8SUY6_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1110	ECU07_1110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	212
Q8SVX4	Q8SVX4_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0290	ECU04_0290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	169
Q8SQJ7	Q8SQJ7_ENCCU	unreviewed	GLOBAL TRANSCRIPTIONAL ACTIVATOR (SNF2/RAD54 family)	ECU09_1890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	883
Q8SRE3	Q8SRE3_ENCCU	unreviewed	PUTATIVE METHYLTRANSFERASE	ECU08_0400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	515
Q8STZ7	Q8STZ7_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1940	ECU11_1940	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	197
Q8SU77	Q8SU77_ENCCU	unreviewed	Similarity to ribonucleoside diphosphate reductase (Alpha chain)	ECU11_0330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	263
Q8SUV6	Q8SUV6_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1590	ECU07_1590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	951
Q8SVA0	Q8SVA0_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1010	ECU06_1010	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	249
Q8SVK4	Q8SVK4_ENCCU	unreviewed	Similarity to HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YJJ1_yeast	ECU05_0690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	408
Q8SVR2	Q8SVR2_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1420	ECU04_1420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	345
Q8SVZ5	Q8SVZ5_ENCCU	unreviewed	Similarity to HELICASE MOT1	ECU03_1530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1256
Q8SVH4	Q8SVH4_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1290	ECU05_1290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	166
Q8SQX5	Q8SQX5_ENCCU	unreviewed	TATA-BINDING PROTEIN-ASSOCIATED PHOSPHOPROTEIN	ECU11_0730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	147
Q8SVY1	Q8SVY1_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0160	ECU04_0160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	190
Q8SVY2	Q8SVY2_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0150	ECU04_0150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	123
Q8SWF4	Q8SWF4_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0350	ECU02_0350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	275
Q8SQN6	Q8SQN6_ENCCU	unreviewed	RIBONUCLEIC TRAFFICKING PROTEIN 1 (5'3'exoribonuclease)	ECU09_0760	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	655
Q8SSJ6	Q8SSJ6_ENCCU	unreviewed	GUANYLATE KINASE	ECU01_1220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	217
Q8STK3	Q8STK3_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1990	ECU09_1990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	262
Q8STL1	Q8STL1_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1860	ECU09_1860	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1103
Q8SUR0	Q8SUR0_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0780	ECU08_0780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	251
Q8SUR8	Q8SUR8_ENCCU	unreviewed	Similarity to HYPOTHETICAL NUCLEAR PROTEIN YKJ5_YEAST	ECU08_0570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	162
Q8SV18	Q8SV18_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0620	ECU07_0620	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	214
Q8SVK3	Q8SVK3_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0700	ECU05_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	540
Q8SVV1	Q8SVV1_ENCCU	unreviewed	Similarity to PUTATIVE LIPASE	ECU04_0660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	295
Q8SVX9	Q8SVX9_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0190	ECU04_0190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	203
Q8SWJ5	Q8SWJ5_ENCCU	unreviewed	Putative uncharacterized protein ECU01_1100	ECU01_1100	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	217
Q8SWQ6	Q8SWQ6_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0220	ECU01_0220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	247
Q8SS17	Q8SS17_ENCCU	unreviewed	40S RIBOSOMAL PROTEIN S10	ECU04_1355	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	96
Q8SUM9	Q8SUM9_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1370	ECU08_1370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	244
Q8SVF6	Q8SVF6_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0060	ECU06_0060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	104
Q8SWI7	Q8SWI7_ENCCU	unreviewed	Putative uncharacterized protein ECU01_1200	ECU01_1200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	376
Q8STY7	Q8STY7_ENCCU	unreviewed	Putative leucine-rich protein	ECU09_0030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	260
Q8SWP8	Q8SWP8_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0340	ECU01_0340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	184
Q8SQL8	Q8SQL8_ENCCU	unreviewed	DNA REPLICATION LICENSING FACTOR OF THE MCM FAMILY MCM7	ECU09_1360	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	694
Q8SQQ0	Q8SQQ0_ENCCU	unreviewed	TELOMERASE REVERSE TRANSCRIPTASE	ECU09_0310	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	823
Q8SRH7	Q8SRH7_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L17	ECU07_1410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	183
Q8SSK2	Q8SSK2_ENCCU	unreviewed	GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION	ECU01_1040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	161
Q8SUX0	Q8SUX0_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1360	ECU07_1360	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	163
Q8SW06	Q8SW06_ENCCU	unreviewed	Similarity to PELOTA PROTEIN	ECU03_1380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	347
Q8SWB6	Q8SWB6_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1040	ECU02_1040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	171
Q8SRA5	Q8SRA5_ENCCU	unreviewed	CHROMATIN ASSEMBLY FACTOR 1 P60 SUBUNIT	ECU08_1260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	364
Q8SRL7	Q8SRL7_ENCCU	unreviewed	POLYADENYLATE-BINDING PROTEIN 1	ECU07_0340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	333
Q8SS28	Q8SS28_ENCCU	unreviewed	Putative MANNOSYLTRANSFERASE OF THE KTR FAMILY	ECU04_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	322
Q8SS92	Q8SS92_ENCCU	unreviewed	ORIGIN RECOGNITION COMPLEX SUBUNIT 1	ECU03_1030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	347
Q8SU00	Q8SU00_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1890	ECU11_1890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	202
Q8SV13	Q8SV13_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0690	ECU07_0690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	360
Q8SVV4	Q8SVV4_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0610	ECU04_0610	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	246
Q8SWL9	Q8SWL9_ENCCU	unreviewed	Similarity to LEPTIN RECEPTOR GENE-RELATED PROTEIN	ECU01_0730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	102
Q8SRC5	Q8SRC5_ENCCU	unreviewed	DNA-DIRECTED RNA POLYMERASE II 16kDa POLYPEPTIDE	ECU08_0765	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	104
Q8SS07	Q8SS07_ENCCU	unreviewed	WD-REPEAT PROTEIN SIMILAR TO PERIODIC TRYPTOPHAN PROTEIN 2	ECU05_0190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	727
Q8SSB6	Q8SSB6_ENCCU	unreviewed	SIR2-LIKE PROTEIN INVOLVED IN TELOMERIC SILENCING	ECU03_0460	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	425
Q8SSC1	Q8SSC1_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L13	ECU03_0320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	163
Q8SU28	Q8SU28_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1250	ECU11_1250	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	172
Q8SU30	Q8SU30_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1230	ECU11_1230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	249
Q8SU66	Q8SU66_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0500	ECU11_0500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	204
Q8SVB2	Q8SVB2_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0800	ECU06_0800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	273
